Devices
1000
,,Imported AMTI OR6 Series Force Plate #1 - Force,,,Imported AMTI OR6 Series Force Plate #1 - Moment,,,Imported AMTI OR6 Series Force Plate #1 - CoP,,,Imported AMTI OR6 Series Force Plate #2 - Force,,,Imported AMTI OR6 Series Force Plate #2 - Moment,,,Imported AMTI OR6 Series Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
242,0,7.18014,0,0,8.56603,-7.80704,32.9503,-0.141959,-0.0047978,-0.00366389,-17.4791,7.02216e-16,-0.651921,0,0,8.30329e-06,-14.9884,14.406,205.064,2573.83,166.009,498.95,441.571,441.571,441.571,127.199,-1.26342,130.231,2457.99,141.132,89.2724,246.589,246.589,246.589,-88.6354,2.02038,-0.861464,-2.0408,-5.7341,-29.9211,-0.170779,0.252545,1.54828,48.961,78.8322,0.128263,0,0,-0.00151753,1.09898,4.7658,-7.52725,-0.0678532,0.0598744,0.591022,-0.681708,3.85513,0.299032,0,0,-3.97731e-05,8.00586,-0.101006,3.17122,-15.405,6.75564,213.402,2632.38,159.237,110.038,369.354,369.354,369.354,127.199,-1.26343,130.231,2375.82,139.896,87.3151,82.1964,82.1964,82.1964,-12.3407,-0.497215,176.412,2503.06,273.282,932.593,126.456,126.456,126.456,1.58918,0,0,2.1257,-15.6902,41.6101,-0.139857,0.0255039,-0.00218593,-17.1701,1.32394e-15,-3.07331,0,0,0.00023329,-18.8494,-5.86212,176.545,2597.47,362.651,515.061,428.712,428.712,428.712,122.057,14.5774,124.621,2438.11,393.266,107.506,245.579,245.579,245.579,-89.1075,10.2367,3.33236,-4.07165,-3.63868,0.429382,-0.334822,-0.114609,1.53939,80.602,36.0267,2.54583,0,0,0.000298123,-10.0198,-0.19283,-36.3075,0.00630422,-0.0472482,0.596897,14.6506,-1.1326,1.25581,0,0,0.000132513,8.00586,0.101006,-3.17122,-1.00127,-6.06542,141.579,2612.63,390.535,128.798,363.565,363.565,363.565,122.057,14.5774,124.621,2356.4,388.508,106.233,81.8596,81.8596,81.8597
243,0,7.18042,0,0,8.56717,-7.80975,32.9587,-0.141877,-0.00478977,-0.0032856,-17.4698,-2.22055e-15,-0.645848,0,0,9.0444e-06,-14.9962,14.4046,205.071,2573.82,165.978,498.943,441.57,441.57,441.57,127.201,-1.26853,130.234,2457.98,141.127,89.273,246.589,246.589,246.589,-88.6349,2.02519,-0.861669,-2.03613,-5.73213,-29.9184,-0.168157,0.246338,1.5485,47.4694,77.7746,0.168131,0,0,-0.00134786,1.09735,4.76804,-7.52749,-0.066075,0.0588949,0.590671,-0.327241,3.66472,0.30486,0,0,-4.15124e-05,8.01312,-0.101127,3.1604,-15.4089,6.75052,213.41,2632.38,159.232,110.041,369.343,369.343,369.343,127.201,-1.26853,130.234,2375.82,139.891,87.3151,82.1964,82.1963,82.1964,-12.3526,-0.49656,176.422,2503.01,273.231,932.581,126.456,126.456,126.456,1.59209,0,0,2.12927,-15.6847,41.6014,-0.139803,0.0254873,-0.00217363,-17.1656,-2.82055e-15,-3.08606,0,0,0.000224996,-18.8608,-5.86683,176.553,2597.45,362.627,515.067,428.704,428.704,428.704,122.063,14.5686,124.626,2438.11,393.257,107.509,245.579,245.579,245.579,-89.1076,10.2273,3.33293,-4.07145,-3.64137,0.426994,-0.332443,-0.119909,1.53956,79.8064,36.6369,2.53706,0,0,0.000280962,-10.0236,-0.192478,-36.3077,0.00705197,-0.0470635,0.596714,14.7076,-1.12931,1.24004,0,0,0.000163811,8.01312,0.101127,-3.1604,-1.00424,-6.06906,141.588,2612.63,390.525,128.798,363.573,363.573,363.573,122.063,14.5686,124.626,2356.4,388.498,106.236,81.8596,81.8596,81.8596
244,0,7.18066,0,0,8.56833,-7.81265,32.9676,-0.141873,-0.0049543,-0.00359224,-17.4722,-6.61864e-16,-0.659587,0,0,1.10992e-05,-15.0037,14.4047,205.078,2573.81,165.946,498.935,441.571,441.571,441.571,127.203,-1.27401,130.237,2457.98,141.123,89.2731,246.589,246.589,246.589,-88.6343,2.03006,-0.861617,-2.03179,-5.7307,-29.9162,-0.172913,0.241788,1.5489,49.0467,77.1127,0.124621,0,0,-0.00116469,1.09604,4.77093,-7.52838,-0.0677686,0.0587853,0.590334,-0.706846,3.66842,0.291719,0,0,-4.92457e-05,8.02021,-0.101038,3.15039,-15.4129,6.74564,213.419,2632.37,159.226,110.044,369.332,369.332,369.332,127.203,-1.274,130.237,2375.81,139.887,87.3143,82.1963,82.1963,82.1962,-12.3642,-0.495689,176.431,2502.96,273.186,932.568,126.456,126.456,126.456,1.59479,0,0,2.13265,-15.6792,41.5927,-0.139791,0.0254039,-0.0021608,-17.1667,-2.80785e-15,-3.0921,0,0,0.000220467,-18.8722,-5.8701,176.56,2597.44,362.603,515.074,428.695,428.695,428.695,122.068,14.5597,124.631,2438.12,393.248,107.511,245.579,245.579,245.579,-89.1076,10.218,3.33332,-4.07142,-3.64344,0.425555,-0.328782,-0.125239,1.54014,78.5702,37.478,2.54567,0,0,0.000259009,-10.0274,-0.193102,-36.3081,0.00829772,-0.0467926,0.596532,14.865,-1.1282,1.23218,0,0,0.000194272,8.02021,0.101038,-3.15039,-1.00713,-6.07273,141.597,2612.64,390.514,128.798,363.581,363.581,363.581,122.068,14.5597,124.631,2356.41,388.488,106.238,81.8596,81.8596,81.8596
245,0,7.18086,0,0,8.56945,-7.81544,32.9763,-0.141915,-0.00509063,-0.00383202,-17.4819,-5.9952e-16,-0.669322,0,0,1.58694e-05,-15.011,14.4064,205.085,2573.8,165.915,498.926,441.573,441.573,441.573,127.204,-1.27956,130.24,2457.97,141.119,89.2726,246.589,246.589,246.589,-88.6336,2.03487,-0.861432,-2.02798,-5.72997,-29.914,-0.174976,0.23793,1.54985,49.7453,76.3848,0.0997637,0,0,-0.000934925,1.09513,4.77469,-7.52946,-0.0685831,0.0585106,0.590063,-0.919711,3.63648,0.282933,0,0,-5.63121e-05,8.027,-0.100693,3.14109,-15.4171,6.7408,213.427,2632.37,159.22,110.047,369.32,369.32,369.32,127.204,-1.27957,130.24,2375.81,139.883,87.3128,82.1963,82.1963,82.1965,-12.3754,-0.494462,176.44,2502.91,273.148,932.556,126.456,126.456,126.456,1.59768,0,0,2.13628,-15.6741,41.5847,-0.139764,0.0253336,-0.00217669,-17.1655,2.18198e-15,-3.10005,0,0,0.000222021,-18.8832,-5.8717,176.567,2597.42,362.577,515.081,428.685,428.685,428.685,122.074,14.5508,124.636,2438.12,393.239,107.513,245.579,245.579,245.579,-89.1077,10.2089,3.33364,-4.07155,-3.64468,0.424189,-0.328831,-0.129425,1.54042,78.4743,38.2563,2.55048,0,0,0.00023734,-10.0311,-0.194834,-36.3084,0.0086147,-0.0471334,0.596459,14.8668,-1.02588,1.22197,0,0,0.000218392,8.027,0.100693,-3.14109,-1.01009,-6.07655,141.605,2612.64,390.502,128.798,363.591,363.591,363.591,122.074,14.5508,124.636,2356.41,388.479,106.24,81.8596,81.8596,81.8596
246,0,7.18127,0,0,8.57068,-7.81808,32.9844,-0.141888,-0.00508228,-0.00353992,-17.4843,1.02375e-15,-0.660594,0,0,2.27556e-05,-15.0181,14.41,205.09,2573.79,165.883,498.915,441.578,441.579,441.579,127.206,-1.28507,130.243,2457.97,141.115,89.2719,246.589,246.589,246.589,-88.6329,2.03949,-0.861095,-2.02483,-5.72995,-29.9116,-0.172738,0.235001,1.55027,48.8167,75.6338,0.126624,0,0,-0.000668564,1.09467,4.7794,-7.53098,-0.0676728,0.0581119,0.589828,-0.73022,3.54409,0.291988,0,0,-6.25129e-05,8.03338,-0.0999827,3.1327,-15.4216,6.73606,213.435,2632.36,159.214,110.05,369.308,369.308,369.308,127.206,-1.28507,130.243,2375.8,139.88,87.311,82.1963,82.1963,82.1963,-12.3858,-0.492741,176.447,2502.86,273.12,932.544,126.456,126.456,126.456,1.60076,0,0,2.14011,-15.6695,41.5774,-0.139761,0.0252964,-0.00217319,-17.1674,3.87871e-15,-3.11146,0,0,0.000226634,-18.894,-5.87138,176.574,2597.41,362.551,515.089,428.673,428.673,428.673,122.079,14.5422,124.641,2438.12,393.23,107.514,245.579,245.579,245.579,-89.1077,10.2,3.33393,-4.07189,-3.64508,0.42312,-0.327991,-0.132157,1.54066,78.2574,38.9428,2.54903,0,0,0.000226085,-10.0345,-0.197815,-36.3087,0.00878808,-0.0474845,0.596361,14.8587,-0.941418,1.20929,0,0,0.000239627,8.03338,0.0999827,-3.1327,-1.01311,-6.0805,141.612,2612.64,390.491,128.797,363.601,363.601,363.601,122.079,14.5422,124.641,2356.41,388.469,106.242,81.8596,81.8596,81.8596
247,0,7.18167,0,0,8.57197,-7.82068,32.9925,-0.14191,-0.00522398,-0.00357224,-17.4942,5.57033e-16,-0.669206,0,0,3.23763e-05,-15.025,14.4157,205.094,2573.78,165.852,498.904,441.587,441.588,441.588,127.207,-1.29063,130.246,2457.96,141.111,89.2707,246.589,246.589,246.589,-88.632,2.04401,-0.860618,-2.02253,-5.73066,-29.9095,-0.174058,0.234117,1.5516,49.2351,74.7996,0.112854,0,0,-0.000413654,1.0946,4.78524,-7.53295,-0.0681651,0.0573678,0.589914,-0.857146,3.40233,0.284261,0,0,-6.64696e-05,8.03926,-0.0988384,3.12524,-15.4263,6.73145,213.442,2632.36,159.207,110.052,369.294,369.294,369.294,127.207,-1.29062,130.246,2375.8,139.877,87.3086,82.1963,82.1963,82.1963,-12.3954,-0.490459,176.454,2502.81,273.102,932.532,126.456,126.456,126.456,1.60391,0,0,2.14412,-15.6653,41.5706,-0.139767,0.0251334,-0.00202357,-17.1696,2.24807e-16,-3.10672,0,0,0.000233978,-18.9047,-5.86897,176.58,2597.39,362.524,515.097,428.661,428.661,428.661,122.085,14.5338,124.646,2438.12,393.22,107.515,245.579,245.579,245.579,-89.1078,10.1913,3.33422,-4.07271,-3.64462,0.42252,-0.324501,-0.133307,1.541,76.8544,39.7358,2.57605,0,0,0.000228884,-10.0379,-0.202124,-36.3089,0.0103725,-0.0472072,0.596,15.1375,-0.966288,1.21237,0,0,0.000261181,8.03926,0.0988384,-3.12524,-1.01625,-6.08453,141.618,2612.64,390.48,128.796,363.612,363.612,363.612,122.084,14.5338,124.646,2356.41,388.459,106.243,81.8596,81.8596,81.8597
248,0,7.18222,0,0,8.57337,-7.82307,32.9999,-0.141946,-0.00532057,-0.00373405,-17.5065,-4.44943e-16,-0.671805,0,0,4.5792e-05,-15.0316,14.4233,205.096,2573.77,165.822,498.891,441.6,441.6,441.6,127.208,-1.29603,130.249,2457.96,141.108,89.2692,246.589,246.589,246.589,-88.6312,2.04831,-0.860063,-2.02112,-5.73198,-29.9071,-0.172636,0.235905,1.55193,49.0444,74.496,0.105438,0,0,-0.000181626,1.095,4.79211,-7.5352,-0.0682525,0.057206,0.589981,-0.933676,3.38183,0.282561,0,0,-7.08993e-05,8.04452,-0.0971694,3.11861,-15.4312,6.72688,213.448,2632.35,159.201,110.055,369.28,369.28,369.28,127.208,-1.29603,130.249,2375.79,139.874,87.3059,82.1963,82.1963,82.1963,-12.404,-0.487404,176.46,2502.75,273.094,932.522,126.456,126.456,126.456,1.6074,0,0,2.14856,-15.6617,41.565,-0.139794,0.0250209,-0.00204449,-17.1744,2.24744e-15,-3.10662,0,0,0.000245212,-18.9149,-5.86464,176.584,2597.37,362.497,515.105,428.647,428.647,428.647,122.09,14.5258,124.651,2438.12,393.211,107.516,245.579,245.579,245.579,-89.1079,10.183,3.33462,-4.07389,-3.64341,0.421409,-0.324153,-0.132084,1.54029,76.5174,40.2872,2.59517,0,0,0.000251248,-10.0408,-0.207618,-36.3085,0.0109815,-0.0475142,0.595568,15.2305,-0.887471,1.21172,0,0,0.000271808,8.04452,0.0971694,-3.11861,-1.01958,-6.08872,141.624,2612.65,390.469,128.794,363.623,363.623,363.623,122.09,14.5258,124.651,2356.41,388.449,106.244,81.8596,81.8596,81.8594
249,0,7.18307,0,0,8.57502,-7.82528,33.0067,-0.141983,-0.0053937,-0.00374383,-17.5193,-2.93569e-16,-0.670478,0,0,6.32767e-05,-15.038,14.4327,205.098,2573.76,165.792,498.877,441.617,441.617,441.617,127.208,-1.3012,130.251,2457.95,141.105,89.2675,246.589,246.589,246.589,-88.6303,2.05234,-0.859436,-2.02057,-5.73371,-29.9049,-0.173035,0.240047,1.55252,49.3078,74.3,0.101424,0,0,-6.48486e-07,1.09595,4.79987,-7.53752,-0.0686499,0.0568939,0.590221,-1.03032,3.31901,0.284698,0,0,-7.13859e-05,8.04911,-0.0949087,3.11286,-15.4366,6.72238,213.454,2632.35,159.195,110.057,369.265,369.265,369.265,127.208,-1.30119,130.251,2375.79,139.873,87.303,82.1963,82.1963,82.1963,-12.4116,-0.483512,176.465,2502.7,273.095,932.512,126.456,126.456,126.456,1.61124,0,0,2.15356,-15.659,41.5607,-0.139812,0.0249831,-0.00201111,-17.1773,-1.47772e-15,-3.113,0,0,0.00025605,-18.9244,-5.85865,176.588,2597.34,362.471,515.113,428.634,428.634,428.634,122.095,14.5184,124.655,2438.13,393.201,107.517,245.579,245.579,245.579,-89.1082,10.175,3.33521,-4.07544,-3.64169,0.419808,-0.32597,-0.128479,1.53984,76.8705,40.4965,2.59616,0,0,0.000305327,-10.0433,-0.214158,-36.3078,0.0108218,-0.0480429,0.595281,15.209,-0.807365,1.20446,0,0,0.000273393,8.04911,0.0949087,-3.11286,-1.02308,-6.09312,141.629,2612.65,390.458,128.792,363.636,363.635,363.635,122.095,14.5184,124.655,2356.41,388.439,106.245,81.8596,81.8596,81.8597
250,0,7.1842,0,0,8.57698,-7.82725,33.0128,-0.14197,-0.00543577,-0.0035677,-17.5251,-1.52015e-15,-0.66446,0,0,8.27563e-05,-15.0439,14.4434,205.099,2573.74,165.762,498.862,441.637,441.638,441.637,127.209,-1.30604,130.254,2457.95,141.103,89.2658,246.589,246.589,246.589,-88.6295,2.05602,-0.858774,-2.0208,-5.73562,-29.9025,-0.16996,0.245906,1.55251,48.4705,74.1395,0.119229,0,0,0.000107488,1.09742,4.80824,-7.53989,-0.0681052,0.0562953,0.590616,-0.931274,3.19104,0.291015,0,0,-6.84366e-05,8.05299,-0.0920742,3.10768,-15.4423,6.71795,213.459,2632.34,159.19,110.058,369.25,369.25,369.25,127.209,-1.30604,130.254,2375.79,139.871,87.3002,82.1963,82.1963,82.1963,-12.4181,-0.478761,176.469,2502.64,273.103,932.504,126.456,126.456,126.456,1.61543,0,0,2.15904,-15.6569,41.5573,-0.139822,0.0248503,-0.00196848,-17.1789,-3.04684e-15,-3.10523,0,0,0.000267586,-18.9334,-5.85138,176.59,2597.32,362.445,515.121,428.621,428.621,428.621,122.1,14.5115,124.659,2438.13,393.192,107.517,245.579,245.579,245.579,-89.1085,10.1672,3.33599,-4.07741,-3.63969,0.417534,-0.327143,-0.122915,1.53846,76.9608,40.6472,2.61965,0,0,0.000386105,-10.0453,-0.221457,-36.3066,0.0110481,-0.0485843,0.594706,15.2713,-0.719792,1.21065,0,0,0.000268903,8.05299,0.0920742,-3.10768,-1.02682,-6.09766,141.632,2612.65,390.449,128.79,363.648,363.648,363.648,122.1,14.5115,124.659,2356.42,388.428,106.245,81.8596,81.8596,81.8595
251,0,7.18563,0,0,8.57924,-7.82901,33.0182,-0.142015,-0.00553757,-0.00364756,-17.5377,3.73633e-16,-0.664994,0,0,0.000106849,-15.0496,14.4547,205.1,2573.73,165.734,498.846,441.661,441.661,441.661,127.21,-1.31052,130.256,2457.95,141.102,89.264,246.589,246.589,246.589,-88.6288,2.05939,-0.858119,-2.02159,-5.73737,-29.8999,-0.16929,0.253301,1.55254,48.3244,74.0986,0.120518,0,0,0.000114768,1.09935,4.81684,-7.5421,-0.0680176,0.055677,0.591239,-0.955058,3.07682,0.29111,0,0,-6.11013e-05,8.05622,-0.0886756,3.10287,-15.4484,6.71355,213.464,2632.34,159.185,110.06,369.234,369.234,369.234,127.21,-1.31052,130.256,2375.78,139.871,87.2974,82.1964,82.1964,82.1963,-12.4235,-0.473141,176.474,2502.59,273.116,932.497,126.456,126.456,126.456,1.61973,0,0,2.16472,-15.6556,41.5553,-0.139855,0.0247794,-0.00201768,-17.1831,1.0284e-15,-3.10227,0,0,0.000278013,-18.942,-5.84345,176.591,2597.3,362.419,515.127,428.609,428.609,428.609,122.105,14.5054,124.663,2438.13,393.183,107.516,245.579,245.579,245.579,-89.1089,10.1601,3.33697,-4.0798,-3.6378,0.41475,-0.326284,-0.11599,1.53723,76.437,40.6243,2.63391,0,0,0.000478266,-10.0471,-0.229186,-36.3055,0.0116905,-0.0487099,0.594003,15.3904,-0.709393,1.21302,0,0,0.00025267,8.05622,0.0886756,-3.10287,-1.03057,-6.1023,141.635,2612.65,390.441,128.786,363.66,363.66,363.66,122.105,14.5054,124.663,2356.42,388.418,106.245,81.8596,81.8596,81.8596
252,0,7.18759,0,0,8.582,-7.83053,33.0229,-0.142004,-0.00558259,-0.00379794,-17.542,-7.12998e-16,-0.657642,0,0,0.000132808,-15.0544,14.4658,205.099,2573.71,165.706,498.83,441.685,441.685,441.685,127.21,-1.31449,130.258,2457.94,141.101,89.2624,246.589,246.589,246.589,-88.6283,2.06232,-0.857479,-2.02252,-5.7387,-29.8965,-0.168825,0.262775,1.55155,48.6711,74.6793,0.110686,0,0,1.19104e-05,1.10188,4.82511,-7.54414,-0.0688857,0.0558611,0.591589,-1.1478,3.11743,0.298445,0,0,-5.13461e-05,8.05888,-0.0848616,3.09788,-15.4551,6.70923,213.468,2632.34,159.181,110.06,369.219,369.219,369.219,127.21,-1.3145,130.258,2375.78,139.871,87.2949,82.1963,82.1963,82.1963,-12.4281,-0.466835,176.478,2502.53,273.13,932.491,126.456,126.456,126.456,1.6245,0,0,2.17109,-15.6552,41.5546,-0.1399,0.0247965,-0.00206042,-17.1882,3.43208e-16,-3.10676,0,0,0.000287574,-18.9496,-5.83562,176.591,2597.27,362.394,515.132,428.598,428.598,428.598,122.11,14.5,124.667,2438.13,393.174,107.516,245.579,245.579,245.579,-89.1094,10.1533,3.33826,-4.08233,-3.63627,0.410251,-0.3302,-0.10782,1.53558,77.4045,40.2734,2.62886,0,0,0.000596496,-10.0481,-0.236786,-36.304,0.0109959,-0.0494271,0.593598,15.2878,-0.630918,1.20852,0,0,0.000223116,8.05888,0.0848616,-3.09788,-1.03462,-6.10714,141.636,2612.65,390.434,128.783,363.671,363.671,363.671,122.11,14.5,124.667,2356.42,388.407,106.245,81.8596,81.8596,81.8595
253,0,7.19,0,0,8.58526,-7.83169,33.0265,-0.141953,-0.00552744,-0.00341908,-17.5396,7.99254e-16,-0.637812,0,0,0.000160692,-15.0587,14.4756,205.099,2573.69,165.679,498.814,441.71,441.71,441.71,127.211,-1.3178,130.259,2457.94,141.1,89.2608,246.589,246.589,246.589,-88.6279,2.06475,-0.856947,-2.02333,-5.73928,-29.8923,-0.166966,0.270263,1.55066,47.5827,74.5252,0.161251,0,0,-0.000214526,1.10498,4.83259,-7.54541,-0.0674262,0.0548861,0.59227,-0.830529,2.91407,0.317625,0,0,-3.939e-05,8.06104,-0.080762,3.09238,-15.4625,6.70489,213.47,2632.34,159.179,110.061,369.205,369.205,369.205,127.21,-1.31778,130.259,2375.78,139.871,87.2928,82.1963,82.1963,82.1963,-12.432,-0.460059,176.483,2502.48,273.141,932.486,126.456,126.456,126.456,1.62945,0,0,2.17771,-15.6555,41.5551,-0.13995,0.024881,-0.00231344,-17.1943,7.58955e-16,-3.11673,0,0,0.000293889,-18.9566,-5.82868,176.59,2597.24,362.371,515.135,428.59,428.59,428.59,122.115,14.4955,124.671,2438.13,393.166,107.514,245.579,245.579,245.579,-89.1099,10.147,3.33982,-4.08499,-3.63548,0.40431,-0.336405,-0.100168,1.53368,79.2944,39.8887,2.61177,0,0,0.000725809,-10.0487,-0.2438,-36.3025,0.00933677,-0.0506094,0.593332,14.9823,-0.461653,1.1991,0,0,0.000184293,8.06104,0.080762,-3.09238,-1.03873,-6.11204,141.637,2612.65,390.428,128.779,363.681,363.681,363.681,122.115,14.4955,124.671,2356.42,388.397,106.245,81.8596,81.8596,81.8596
254,0,7.19286,0,0,8.58897,-7.83269,33.0295,-0.142032,-0.00568192,-0.00394251,-17.5516,-1.7138e-15,-0.643625,0,0,0.000189626,-15.0618,14.4834,205.099,2573.67,165.654,498.799,441.733,441.733,441.733,127.211,-1.32055,130.26,2457.94,141.101,89.2593,246.589,246.589,246.589,-88.6276,2.06678,-0.856512,-2.02343,-5.73892,-29.8866,-0.171293,0.278248,1.54955,49.5253,74.9925,0.110913,0,0,-0.000567906,1.10859,4.83871,-7.54669,-0.0698004,0.0553068,0.592638,-1.34217,3.01403,0.312077,0,0,-1.78592e-05,8.06293,-0.0765934,3.0858,-15.4703,6.7007,213.473,2632.33,159.177,110.061,369.192,369.193,369.193,127.211,-1.32054,130.26,2375.78,139.872,87.2908,82.1963,82.1963,82.1963,-12.4355,-0.453018,176.489,2502.43,273.146,932.481,126.456,126.456,126.456,1.63457,0,0,2.18459,-15.6561,41.5561,-0.139931,0.0248268,-0.00222276,-17.1912,4.54199e-15,-3.10726,0,0,0.000298085,-18.9632,-5.82317,176.589,2597.21,362.349,515.136,428.584,428.584,428.584,122.12,14.4913,124.674,2438.13,393.157,107.513,245.579,245.579,245.579,-89.1106,10.1408,3.3416,-4.08768,-3.63564,0.397434,-0.337142,-0.0941049,1.53231,79.2029,39.7911,2.61978,0,0,0.000836681,-10.0489,-0.249892,-36.3016,0.00959954,-0.0506762,0.592847,15.0639,-0.503196,1.20631,0,0,0.000138989,8.06293,0.0765934,-3.0858,-1.04284,-6.11694,141.637,2612.65,390.423,128.774,363.688,363.688,363.688,122.12,14.4913,124.674,2356.42,388.386,106.245,81.8596,81.8596,81.8597
255,0,7.19627,0,0,8.59325,-7.83317,33.031,-0.141994,-0.00566136,-0.00388935,-17.5467,3.55665e-16,-0.629296,0,0,0.000218038,-15.0638,14.4883,205.098,2573.65,165.63,498.785,441.753,441.752,441.753,127.212,-1.32235,130.261,2457.94,141.102,89.258,246.589,246.589,246.589,-88.6275,2.06818,-0.856297,-2.02246,-5.73748,-29.8786,-0.173748,0.284236,1.54846,50.1524,75.1785,0.119733,0,0,-0.00103814,1.1128,4.84306,-7.5472,-0.0702509,0.0552363,0.59287,-1.40016,2.99355,0.325372,0,0,2.74051e-06,8.06466,-0.0725582,3.07755,-15.4788,6.69644,213.473,2632.33,159.177,110.06,369.182,369.182,369.182,127.212,-1.32234,130.261,2375.78,139.873,87.2895,82.1963,82.1963,82.1963,-12.439,-0.44598,176.497,2502.38,273.142,932.477,126.456,126.456,126.456,1.6397,0,0,2.19149,-15.6571,41.5577,-0.139962,0.0248155,-0.00228603,-17.1947,1.57534e-15,-3.10047,0,0,0.0003002,-18.9691,-5.81975,176.588,2597.18,362.328,515.134,428.582,428.582,428.582,122.125,14.4879,124.678,2438.13,393.149,107.512,245.579,245.579,245.579,-89.1113,10.1351,3.34363,-4.09019,-3.63688,0.388637,-0.338809,-0.0894279,1.5312,79.5914,39.7186,2.62452,0,0,0.00093543,-10.0488,-0.254617,-36.3011,0.00938363,-0.0510096,0.59256,15.0411,-0.490457,1.21265,0,0,8.56753e-05,8.06466,0.0725582,-3.07755,-1.04692,-6.12179,141.637,2612.65,390.419,128.769,363.693,363.693,363.693,122.125,14.4878,124.678,2356.42,388.375,106.244,81.8596,81.8596,81.8596
256,0,7.20011,0,0,8.59786,-7.8332,33.0311,-0.141997,-0.00572323,-0.00400636,-17.5448,1.04741e-15,-0.627107,0,0,0.000245686,-15.0646,14.4895,205.097,2573.63,165.608,498.773,441.768,441.768,441.768,127.212,-1.32326,130.261,2457.94,141.103,89.2568,246.589,246.589,246.589,-88.6276,2.06905,-0.85635,-2.02009,-5.73479,-29.8672,-0.175401,0.288075,1.54784,50.6003,75.1708,0.116214,0,0,-0.00159914,1.11739,4.84533,-7.54761,-0.07059,0.0549535,0.593201,-1.47524,2.94159,0.326665,0,0,2.55313e-05,8.06638,-0.0687902,3.06709,-15.4877,6.69216,213.473,2632.33,159.179,110.059,369.175,369.175,369.175,127.212,-1.32326,130.261,2375.78,139.875,87.2884,82.1964,82.1963,82.1963,-12.4425,-0.43915,176.507,2502.34,273.127,932.474,126.456,126.456,126.456,1.64497,0,0,2.19858,-15.6585,41.5598,-0.139997,0.0248786,-0.00242442,-17.1988,-2.29176e-15,-3.10097,0,0,0.000298869,-18.9743,-5.81889,176.587,2597.16,362.308,515.129,428.582,428.583,428.582,122.13,14.4849,124.681,2438.13,393.141,107.511,245.579,245.579,245.579,-89.1121,10.1295,3.34589,-4.09237,-3.63932,0.377563,-0.343618,-0.0863359,1.53052,81.0297,39.5787,2.61496,0,0,0.00102346,-10.0481,-0.257674,-36.301,0.00826534,-0.051739,0.592668,14.8429,-0.410247,1.21212,0,0,3.10091e-05,8.06638,0.0687902,-3.06709,-1.051,-6.1266,141.637,2612.65,390.416,128.764,363.695,363.695,363.695,122.13,14.4849,124.681,2356.42,388.364,106.244,81.8596,81.8596,81.8596
257,0,7.2045,0,0,8.60289,-7.83261,33.0293,-0.141976,-0.0057234,-0.00400342,-17.5376,-4.75021e-16,-0.620524,0,0,0.000270986,-15.0638,14.4867,205.096,2573.6,165.587,498.762,441.779,441.779,441.779,127.213,-1.32308,130.261,2457.94,141.106,89.2559,246.589,246.589,246.589,-88.6279,2.06928,-0.856742,-2.01588,-5.73088,-29.8521,-0.17906,0.290506,1.54725,51.6944,75.3955,0.108932,0,0,-0.0022412,1.12256,4.84524,-7.54744,-0.0715144,0.0550921,0.593276,-1.61915,2.95844,0.331837,0,0,5.07407e-05,8.06828,-0.0654505,3.05403,-15.4972,6.68777,213.471,2632.33,159.182,110.057,369.169,369.169,369.17,127.213,-1.32308,130.261,2375.78,139.877,87.2878,82.1963,82.1963,82.1963,-12.4465,-0.432689,176.519,2502.3,273.099,932.47,126.456,126.456,126.456,1.65006,0,0,2.20552,-15.66,41.5623,-0.139993,0.0249918,-0.00257289,-17.1988,2.16707e-17,-3.1063,0,0,0.000296072,-18.979,-5.82076,176.588,2597.13,362.291,515.12,428.587,428.587,428.587,122.135,14.4825,124.684,2438.13,393.134,107.509,245.579,245.579,245.579,-89.1129,10.1243,3.34832,-4.09411,-3.64296,0.364741,-0.345963,-0.0847875,1.52974,81.9182,39.3252,2.59183,0,0,0.00107712,-10.0471,-0.259008,-36.3022,0.00731836,-0.0520696,0.592716,14.6542,-0.395728,1.206,0,0,-2.42322e-05,8.06828,0.0654505,-3.05403,-1.0549,-6.13127,141.636,2612.65,390.415,128.759,363.694,363.694,363.694,122.135,14.4825,124.684,2356.42,388.353,106.244,81.8596,81.8596,81.8597
